"famunit","age","sex","educ","labforce","employed","retired","incwage","incss"
524,77,"woman","no_college","no","no","no",0,"YES"
525,64,"woman","college_plus","no","no","no",0,"YES"
526,69,"man","some_college","no","no","no",0,"YES"
527,39,"man","college_plus","yes","yes","no",70000,"NO"
528,71,"man","college_plus","no","no","no",0,"NO"
529,70,"woman","some_college","no","no","no",0,"NO"
530,69,"man","no_college","no","no","no",0,"YES"
531,51,"man","no_college","yes","yes","no",15600,"NO"
532,79,"woman","college_plus","no","no","no",0,"YES"
533,61,"man","some_college","no","no","no",0,"NO"
534,44,"woman","no_college","no","no","no",0,"NO"
535,47,"man","no_college","yes","yes","no",30000,"NO"
536,51,"man","college_plus","yes","yes","no",78000,"NO"
537,17,"man","no_college","yes","yes","no",700,"NO"
538,68,"woman","no_college","yes","yes","no",14300,"YES"
539,37,"woman","college_plus","yes","yes","no",50000,"NO"
540,31,"man","college_plus","no","no","no",0,"NO"
541,30,"man","college_plus","yes","yes","no",25000,"NO"
542,65,"woman","no_college","no","no","yes",26300,"YES"
543,93,"woman","college_plus","no","no","no",0,"YES"
544,49,"woman","college_plus","yes","yes","no",58000,"NO"
545,63,"woman","some_college","no","no","no",0,"YES"
546,68,"man","no_college","no","no","yes",72000,"YES"
547,63,"woman","college_plus","yes","yes","no",28000,"NO"
548,26,"man","no_college","yes","yes","no",25700,"NO"
549,84,"woman","no_college","no","no","no",0,"YES"
550,36,"man","no_college","yes","yes","no",6700,"NO"
551,40,"woman","some_college","yes","yes","no",36000,"NO"
552,32,"man","college_plus","yes","yes","no",26000,"NO"
553,27,"woman","college_plus","yes","yes","no",33000,"NO"
554,57,"man","no_college","yes","yes","no",42000,"NO"
555,26,"woman","college_plus","yes","yes","no",1e+05,"NO"
556,29,"man","some_college","yes","yes","no",45000,"NO"
557,77,"man","some_college","no","no","no",0,"YES"
558,19,"man","no_college","no","no","no",0,"NO"
559,35,"woman","no_college","yes","yes","no",4600,"NO"
560,47,"man","no_college","no","no","no",0,"NO"
561,84,"woman","no_college","no","no","no",0,"YES"
562,22,"woman","some_college","yes","yes","no",30000,"NO"
563,32,"man","no_college","yes","yes","no",63000,"NO"
564,90,"man","no_college","no","no","no",0,"YES"
565,52,"man","no_college","no","no","no",0,"NO"
566,25,"woman","college_plus","yes","yes","no",26000,"NO"
567,82,"man","no_college","no","no","no",0,"YES"
568,43,"man","college_plus","yes","yes","no",93000,"NO"
569,30,"woman","no_college","no","no","no",0,"NO"
570,53,"man","no_college","no","no","no",0,"NO"
571,59,"woman","no_college","yes","yes","no",12800,"NO"
572,81,"man","no_college","no","no","no",0,"YES"
573,71,"woman","no_college","no","no","no",0,"YES"
574,20,"man","no_college","no","no","no",0,"NO"
575,88,"man","no_college","no","no","no",0,"YES"
576,68,"woman","no_college","no","no","no",0,"YES"
577,75,"man","some_college","no","no","no",0,"YES"
578,67,"woman","some_college","yes","yes","no",16500,"YES"
579,16,"woman","no_college","no","no","no",0,"NO"
580,82,"woman","no_college","no","no","no",0,"YES"
581,25,"woman","no_college","yes","yes","no",48100,"NO"
582,27,"woman","no_college","yes","yes","no",12000,"NO"
583,34,"woman","some_college","yes","yes","no",38800,"NO"
584,25,"woman","college_plus","yes","yes","no",65000,"NO"
585,85,"woman","college_plus","no","no","no",0,"YES"
586,41,"woman","college_plus","yes","yes","no",44000,"NO"
587,35,"man","college_plus","yes","yes","no",0,"NO"
588,9,"man","no_college",NA,NA,"no",NA,"YES"
589,9,"woman","no_college",NA,NA,"no",NA,"YES"
590,35,"man","no_college","no","no","no",0,"NO"
591,29,"man","college_plus","yes","yes","no",12000,"NO"
592,50,"woman","college_plus","yes","yes","no",24000,"NO"
593,12,"woman","no_college",NA,NA,"no",NA,"YES"
594,48,"man","some_college","yes","yes","no",0,"NO"
595,44,"woman","no_college","yes","yes","no",27000,"NO"
596,44,"man","no_college","yes","yes","no",8000,"NO"
597,39,"man","some_college","yes","yes","no",19000,"NO"
598,75,"woman","no_college","yes","yes","no",3200,"NO"
599,82,"man","no_college","no","no","no",0,"YES"
600,16,"woman","no_college","no","no","no",0,"NO"
601,23,"woman","some_college","yes","yes","no",23000,"NO"
602,35,"woman","college_plus","yes","yes","no",51000,"NO"
603,76,"woman","some_college","no","no","no",0,"YES"
604,62,"woman","some_college","no","no","no",0,"YES"
605,31,"woman","no_college","yes","yes","no",23000,"NO"
606,20,"man","some_college","yes","yes","no",18000,"NO"
607,78,"man","college_plus","no","no","no",0,"YES"
608,29,"man","college_plus","yes","yes","no",41000,"NO"
609,83,"woman","college_plus","no","no","no",0,"YES"
610,60,"man","no_college","no","no","no",0,"NO"
611,29,"man","no_college","yes","yes","no",13500,"YES"
612,45,"man","some_college","yes","yes","no",33000,"NO"
613,30,"man","some_college","yes","yes","no",15000,"NO"
614,63,"woman","some_college","no","no","yes",12000,"YES"
615,82,"woman","no_college","no","no","no",0,"YES"
616,72,"man","college_plus","no","no","no",0,"YES"
617,22,"man","some_college","no","no","no",0,"NO"
618,25,"woman","college_plus","yes","yes","no",10900,"NO"
619,19,"man","some_college","no","no","no",0,"NO"
620,10,"woman","no_college",NA,NA,"no",NA,"YES"
621,52,"man","some_college","yes","yes","no",70000,"NO"
622,85,"woman","no_college","no","no","no",0,"YES"
623,63,"woman","no_college","no","no","no",0,"NO"
624,79,"woman","college_plus","no","no","no",0,"YES"
625,22,"man","no_college","yes","yes","no",30000,"NO"
626,26,"man","no_college","yes","no","no",24000,"NO"
627,23,"woman","no_college","yes","yes","no",20600,"NO"
628,94,"man","no_college","no","no","no",0,"NO"
629,60,"man","some_college","no","no","no",0,"NO"
630,83,"woman","college_plus","no","no","no",0,"YES"
631,60,"man","college_plus","yes","yes","no",21000,"NO"
632,24,"woman","no_college","yes","no","no",0,"NO"
633,61,"woman","no_college","yes","yes","no",15500,"NO"
634,73,"woman","some_college","yes","yes","no",19000,"YES"
635,77,"man","no_college","no","no","no",0,"YES"
636,56,"man","college_plus","yes","yes","no",0,"NO"
637,23,"man","some_college","no","no","no",1500,"NO"
638,73,"woman","no_college","no","no","no",0,"YES"
639,24,"woman","college_plus","yes","yes","no",10000,"NO"
640,28,"man","college_plus","yes","yes","no",8000,"NO"
641,36,"woman","no_college","yes","yes","no",25000,"NO"
642,34,"woman","no_college","yes","yes","no",20000,"NO"
643,84,"man","no_college","no","no","no",0,"YES"
644,55,"woman","some_college","no","no","no",0,"YES"
645,27,"man","no_college","yes","yes","no",2000,"NO"
646,23,"man","some_college","yes","no","no",23700,"NO"
647,47,"man","some_college","yes","yes","no",51000,"NO"
648,47,"woman","college_plus","yes","yes","no",22000,"NO"
649,23,"woman","some_college","yes","yes","no",1000,"NO"
650,37,"man","no_college","no","no","no",0,"NO"
651,68,"woman","college_plus","no","no","no",0,"YES"
652,24,"woman","college_plus","yes","yes","no",35800,"NO"
653,38,"man","no_college","no","no","no",0,"YES"
654,56,"man","no_college","yes","no","no",12000,"NO"
655,41,"woman","no_college","no","no","no",0,"NO"
656,34,"man","some_college","yes","yes","no",42000,"NO"
657,76,"man","some_college","no","no","no",0,"YES"
658,21,"man","no_college","yes","yes","no",18000,"NO"
659,89,"woman","no_college","no","no","no",0,"YES"
660,89,"woman","no_college","no","no","no",0,"YES"
661,60,"woman","no_college","no","no","no",0,"NO"
662,53,"man","college_plus","no","no","no",0,"YES"
663,41,"woman","college_plus","yes","yes","no",20000,"NO"
664,48,"man","college_plus","yes","yes","no",98000,"NO"
665,19,"man","some_college","no","no","no",0,"NO"
666,64,"man","no_college","no","no","no",0,"NO"
667,49,"man","college_plus","yes","yes","no",103000,"NO"
668,51,"woman","college_plus","yes","yes","no",53000,"NO"
669,37,"man","no_college","yes","no","no",6400,"NO"
670,30,"man","no_college","yes","yes","no",39000,"NO"
671,18,"woman","some_college","no","no","no",0,"NO"
672,18,"woman","some_college","no","no","no",3800,"NO"
673,62,"woman","no_college","no","no","no",0,"YES"
674,51,"man","some_college","no","no","no",0,"NO"
675,62,"woman","some_college","yes","no","no",0,"YES"
676,47,"man","college_plus","yes","yes","no",60000,"NO"
677,19,"woman","no_college","yes","yes","no",2000,"NO"
678,27,"woman","no_college","yes","yes","no",22000,"NO"
679,20,"man","no_college","yes","yes","no",30000,"NO"
680,32,"woman","college_plus","yes","yes","no",6000,"NO"
681,25,"woman","some_college","yes","yes","no",32000,"NO"
682,29,"woman","college_plus","yes","yes","no",66000,"NO"
683,44,"woman","some_college","yes","yes","no",6500,"NO"
684,76,"woman","no_college","no","no","no",0,"YES"
685,87,"woman","no_college","no","no","no",0,"NO"
686,77,"woman","some_college","no","no","no",0,"YES"
687,21,"woman","some_college","yes","yes","no",15000,"NO"
688,55,"woman","no_college","no","no","no",48000,"NO"
689,42,"man","some_college","yes","yes","no",105000,"NO"
690,53,"man","some_college","yes","yes","no",51000,"NO"
691,20,"man","no_college","no","no","no",16700,"NO"
692,59,"woman","some_college","yes","yes","no",15000,"NO"
693,31,"man","some_college","yes","yes","no",14400,"NO"
694,47,"man","no_college","yes","yes","no",18000,"NO"
695,59,"woman","no_college","no","no","no",0,"YES"
696,54,"man","no_college","yes","yes","no",22200,"NO"
697,30,"woman","no_college","yes","yes","no",24000,"NO"
698,61,"man","no_college","no","no","no",0,"NO"
699,53,"man","college_plus","yes","yes","no",84000,"NO"
700,46,"woman","no_college","no","no","no",0,"NO"
701,15,"woman","no_college",NA,NA,"no",NA,"NO"
702,86,"woman","college_plus","no","no","no",0,"YES"
703,75,"man","no_college","no","no","no",0,"YES"
704,32,"woman","some_college","yes","yes","no",21000,"NO"
705,80,"woman","some_college","no","no","no",0,"YES"
706,44,"woman","no_college","no","no","no",0,"YES"
707,38,"man","no_college","yes","yes","no",40000,"NO"
708,35,"man","no_college","yes","no","no",8600,"NO"
709,94,"woman","no_college","no","no","no",0,"YES"
710,26,"woman","college_plus","yes","yes","no",25000,"NO"
711,67,"woman","no_college","no","no","no",0,"YES"
712,33,"woman","no_college","yes","yes","no",4200,"NO"
713,76,"woman","no_college","no","no","no",0,"NO"
714,30,"woman","college_plus","yes","yes","no",15500,"NO"
715,73,"man","college_plus","no","no","no",0,"YES"
716,83,"woman","no_college","no","no","no",0,"YES"
717,22,"woman","no_college","yes","yes","no",11600,"NO"
718,47,"man","some_college","yes","yes","no",50000,"NO"
719,24,"man","some_college","yes","yes","no",26000,"NO"
720,38,"man","no_college","yes","yes","no",31000,"NO"
721,19,"woman","some_college","yes","yes","no",130,"NO"
722,28,"man","no_college","yes","yes","no",57000,"NO"
723,56,"woman","no_college","yes","yes","no",45000,"NO"
724,88,"woman","some_college","no","no","no",0,"YES"
725,19,"man","some_college","no","no","no",5000,"NO"
726,57,"woman","no_college","yes","no","no",0,"NO"
727,76,"woman","college_plus","no","no","no",0,"YES"
728,44,"woman","some_college","yes","yes","no",70000,"NO"
729,35,"man","some_college","yes","yes","no",32000,"NO"
730,61,"man","no_college","no","no","no",0,"NO"
731,34,"man","some_college","no","no","no",0,"NO"
732,63,"man","college_plus","no","no","no",0,"YES"
733,94,"woman","no_college","no","no","no",0,"YES"
734,77,"woman","no_college","no","no","no",0,"YES"
735,80,"woman","no_college","no","no","no",0,"YES"
736,19,"man","some_college","yes","yes","no",4000,"NO"
737,39,"woman","college_plus","yes","yes","no",4000,"NO"
738,19,"woman","some_college","yes","yes","no",2300,"NO"
739,57,"man","no_college","yes","yes","no",0,"NO"
740,83,"woman","no_college","no","no","no",0,"YES"
741,24,"woman","some_college","yes","yes","no",10000,"NO"
742,70,"man","college_plus","no","no","yes",0,"YES"
743,32,"man","some_college","yes","yes","no",30000,"NO"
744,64,"woman","some_college","yes","yes","no",60000,"NO"
745,45,"man","no_college","no","no","no",0,"NO"
746,61,"man","some_college","yes","no","no",420,"YES"
747,27,"man","college_plus","yes","yes","no",32000,"NO"
748,28,"woman","some_college","yes","yes","no",18000,"NO"
749,23,"man","no_college","no","no","no",3600,"NO"
750,71,"man","no_college","no","no","no",0,"YES"
751,68,"man","some_college","no","no","no",0,"YES"
752,21,"woman","college_plus","no","no","no",0,"NO"
753,47,"woman","college_plus","yes","yes","no",61000,"NO"
754,50,"man","college_plus","yes","yes","no",1e+05,"NO"
755,20,"man","no_college","yes","yes","no",24000,"NO"
756,50,"man","college_plus","yes","yes","no",53000,"NO"
757,70,"woman","some_college","no","no","no",0,"YES"
758,5,"man","no_college",NA,NA,"no",NA,"YES"
759,23,"man","college_plus","yes","yes","no",58000,"NO"
760,23,"woman","college_plus","yes","yes","no",12800,"NO"
761,92,"man","college_plus","no","no","no",0,"YES"
762,77,"woman","no_college","no","no","no",0,"YES"
763,17,"man","no_college","yes","yes","no",10800,"NO"
764,30,"woman","college_plus","yes","yes","no",7500,"NO"
765,34,"man","no_college","no","no","no",0,"NO"
766,37,"man","no_college","no","no","no",0,"YES"
767,35,"man","college_plus","yes","yes","no",150000,"NO"
768,26,"woman","college_plus","no","no","no",29000,"NO"
769,63,"woman","no_college","yes","yes","no",56000,"NO"
770,82,"man","no_college","no","no","no",0,"YES"
771,42,"man","no_college","no","no","no",0,"NO"
772,30,"man","no_college","no","no","no",2600,"NO"
773,21,"man","some_college","yes","no","no",12000,"NO"
774,19,"woman","some_college","no","no","no",0,"NO"
775,28,"woman","college_plus","yes","yes","no",12000,"NO"
776,63,"woman","no_college","no","no","no",0,"NO"
777,90,"woman","college_plus","no","no","no",0,"YES"
778,18,"woman","some_college","yes","yes","no",3000,"NO"
779,42,"woman","no_college","yes","yes","no",5200,"NO"
780,73,"woman","no_college","no","no","no",0,"YES"
781,42,"woman","no_college","yes","yes","no",45000,"NO"
782,42,"man","no_college","no","no","no",0,"NO"
783,16,"man","no_college","no","no","no",0,"NO"
784,55,"man","some_college","yes","yes","no",354000,"NO"
785,88,"woman","no_college","no","no","no",0,"YES"
786,77,"man","some_college","no","no","no",0,"YES"
787,48,"man","no_college","yes","yes","no",49000,"NO"
788,30,"man","college_plus","yes","yes","no",35000,"NO"
789,24,"woman","college_plus","no","no","no",2800,"NO"
790,39,"woman","college_plus","yes","yes","no",48000,"NO"
791,63,"man","no_college","no","no","no",0,"YES"
792,65,"woman","college_plus","yes","yes","no",7000,"YES"
793,56,"man","no_college","yes","yes","no",9000,"NO"
794,76,"man","college_plus","no","no","yes",9000,"YES"
795,39,"woman","college_plus","yes","yes","no",95000,"NO"
796,32,"man","no_college","no","no","no",13000,"NO"
797,73,"man","some_college","yes","no","no",13900,"YES"
798,20,"man","no_college","yes","yes","no",20000,"NO"
799,30,"man","college_plus","yes","yes","no",140000,"NO"
800,13,"man","no_college",NA,NA,"no",NA,"YES"
801,51,"woman","no_college","no","no","no",0,"NO"
802,33,"woman","some_college","yes","yes","no",16800,"NO"
803,58,"woman","no_college","yes","yes","no",24200,"NO"
804,59,"woman","some_college","yes","yes","no",66000,"NO"
805,85,"man","college_plus","no","no","no",0,"YES"
806,22,"man","no_college","yes","yes","no",5000,"NO"
807,20,"man","some_college","no","no","no",0,"NO"
808,56,"woman","some_college","yes","yes","no",70000,"NO"
809,25,"woman","college_plus","yes","yes","no",24000,"NO"
810,54,"man","some_college","yes","yes","no",91000,"NO"
811,94,"woman","no_college","no","no","no",0,"YES"
812,52,"woman","no_college","yes","no","no",30000,"NO"
813,22,"man","some_college","yes","yes","no",1100,"NO"
814,74,"woman","no_college","no","no","no",0,"YES"
815,75,"woman","no_college","no","no","no",0,"YES"
816,54,"woman","college_plus","no","no","no",0,"YES"
817,35,"man","college_plus","yes","yes","no",60000,"NO"
818,45,"man","college_plus","no","no","no",15100,"NO"
819,87,"woman","no_college","no","no","no",0,"YES"
820,69,"woman","some_college","no","no","no",0,"YES"
821,75,"woman","no_college","no","no","no",0,"YES"
822,82,"woman","college_plus","no","no","no",0,"YES"
823,31,"man","no_college","no","no","no",0,"NO"
824,52,"man","college_plus","yes","yes","no",45000,"NO"
825,79,"woman","no_college","no","no","no",0,"YES"
826,55,"man","no_college","no","no","no",0,"NO"
827,84,"man","no_college","no","no","no",0,"YES"
828,68,"woman","college_plus","no","no","no",0,"NO"
829,38,"woman","no_college","yes","yes","no",18000,"NO"
830,41,"woman","college_plus","yes","yes","no",17000,"NO"
831,67,"woman","no_college","yes","yes","no",43100,"NO"
832,20,"man","no_college","yes","yes","no",700,"NO"
833,60,"woman","no_college","yes","yes","no",12000,"YES"
834,59,"man","no_college","yes","yes","no",55000,"NO"
835,35,"man","college_plus","yes","yes","no",36000,"NO"
836,82,"woman","some_college","no","no","no",0,"YES"
837,21,"man","some_college","yes","yes","no",5000,"NO"
838,32,"man","no_college","yes","yes","no",18200,"NO"
839,66,"woman","college_plus","no","no","no",0,"YES"
840,38,"man","no_college","yes","yes","no",40000,"NO"
841,23,"man","some_college","yes","yes","no",7500,"NO"
842,44,"man","some_college","yes","yes","no",30000,"NO"
